date,symbol,close,rsi,26-Day EMA,NextDayClose,Diff,Titles,filename
2021-01-05,NFLX,520.7999877929688,52.39173397429796,7.3939094251648445,500.489990234375,0,Universal Music Plans Africa Push In Streaming Business: Bloomberg,headlinesIter1.csv
2021-01-06,NFLX,500.489990234375,43.75364225791503,6.832644504279115,508.8900146484375,1,Universal Music Plans Africa Push In Streaming Business: Bloomberg,headlinesIter2.csv
2021-01-07,NFLX,508.8900146484375,47.6015845734609,6.143197254806351,510.3999938964844,1,"Spruce Point Capital Management Releases Report and Strong Sell Research Opinion on Magnite, Inc (NASDAQ: MGNI)",headlinesIter3.csv
2021-01-08,NFLX,510.3999938964844,48.2864630287427,5.419639016975678,499.1000061035156,0,"Spruce Point Capital Management Releases Report and Strong Sell Research Opinion on Magnite, Inc (NASDAQ: MGNI)",headlinesIter4.csv
2021-01-11,NFLX,499.1000061035156,43.68477537786442,4.519993631803525,494.25,0,"Spruce Point Capital Management Releases Report and Strong Sell Research Opinion on Magnite, Inc (NASDAQ: MGNI)",headlinesIter5.csv
2021-01-12,NFLX,494.25,41.84167170772714,3.469460137192365,507.7900085449219,1,VP Pence should call for the 25th Amendment: Democratic Megadonor,headlinesIter6.csv
2021-01-13,NFLX,507.7900085449219,48.388453503799965,2.587538927384828,500.8599853515625,0,Media should ‘stop giving Trump a platform’: Billionaire media mogul,headlinesIter7.csv
2021-01-14,NFLX,500.8599853515625,45.56152615376045,1.7410704010318008,497.9800109863281,0,Influencers with Andy Serwer: Haim Saban,headlinesIter8.csv
2021-01-15,NFLX,497.9800109863281,44.40061102867514,0.9112796481225094,501.7699890136719,1,Biden is ‘the right man to address inequality’: Democratic megadonor,headlinesIter9.csv
2021-01-19,NFLX,501.7699890136719,46.33836596956965,0.1938310981926579,586.3400268554688,1,"Buy WWE, Back Off Live Nation, and More Media Bets From Evercore",headlinesIter10.csv
2021-01-20,NFLX,586.3400268554688,70.79665121678357,0.933230083902968,579.8400268554688,0,Risk/Reward Skewed for Netflix; Buy These 5 Tech Stocks Instead,headlinesIter11.csv
2021-01-21,NFLX,579.8400268554688,68.22285865838509,2.441161640657832,565.1699829101562,0,"The Zacks Analyst Blog Highlights: Netflix, Knowles Corp, Silicon Motion Technology, Himax Technologies and Sensata Technologies",headlinesIter12.csv
2021-01-22,NFLX,565.1699829101562,62.68400016355583,4.112130375701116,556.780029296875,0,It’s Time to Give GOEV Stock a Green Light,headlinesIter13.csv
2021-01-25,NFLX,556.780029296875,59.69883057180248,5.654463526595477,561.9299926757812,1,"Barron's Picks And Pans: Roundtable Picks, GameStop, LKQ, Netflix, Roblox And More",headlinesIter14.csv
2021-01-26,NFLX,561.9299926757812,60.92881099262416,7.104595724815692,523.280029296875,0,"Barron's Picks And Pans: Roundtable Picks, GameStop, LKQ, Netflix, Roblox And More",headlinesIter15.csv
2021-01-27,NFLX,523.280029296875,48.87338416451538,7.788089422929656,538.5999755859375,1,Kenyan tech entrepreneur explains why he turned down a scholarship to Harvard,headlinesIter16.csv
2021-01-28,NFLX,538.5999755859375,52.85524528094373,8.181909256689593,532.3900146484375,0,Kenyan tech entrepreneur explains why he turned down a scholarship to Harvard,headlinesIter17.csv
2021-01-29,NFLX,532.3900146484375,51.11734962233009,8.255797911662023,539.0399780273438,1,Kenyan tech entrepreneur explains why he turned down a scholarship to Harvard,headlinesIter18.csv
2021-02-01,NFLX,539.0399780273438,52.90318813197412,8.21256618489028,548.1599731445312,1,"These 3 Stocks Are Top Picks for 2021, Says BMO",headlinesIter19.csv
2021-02-02,NFLX,548.1599731445312,55.31429304231641,8.224978046429694,539.4500122070312,0,"These 3 Stocks Are Top Picks for 2021, Says BMO",headlinesIter20.csv
2021-02-03,NFLX,539.4500122070312,52.547462071291086,8.113906852382181,552.1599731445312,1,Netflix Mideast Rival Gets $25 Million From Abu Dhabi-Based Fund,headlinesIter21.csv
2021-02-04,NFLX,552.1599731445312,56.00569628227762,8.115548175455599,550.7899780273438,0,12 Most Influential Chinese Entrepreneurs,headlinesIter22.csv
2021-02-05,NFLX,550.7899780273438,55.5358799585216,8.147395031934831,547.9199829101562,0,2 Reasons Why Genius Brands' Stock Crash Could Be Just Getting Started,headlinesIter23.csv
2021-02-08,NFLX,547.9199829101562,54.50436854946103,8.132146009520223,559.0700073242188,1,20 Fastest Growing Tech Cities in the World,headlinesIter24.csv
2021-02-09,NFLX,559.0700073242188,57.78492340160557,8.247534903250672,563.5900268554688,1,20 Fastest Growing Tech Cities in the World,headlinesIter25.csv
2021-02-10,NFLX,563.5900268554688,59.07327320477568,8.49207270683775,557.5900268554688,0,20 Fastest Growing Tech Cities in the World,headlinesIter26.csv
2021-02-11,NFLX,557.5900268554688,56.60378307828922,8.689657822154121,556.52001953125,0,Disney Earnings Show a Recovery. And It’s Not Just Disney+.,headlinesIter27.csv
2021-02-12,NFLX,556.52001953125,56.15295695570249,8.810579334009756,557.280029296875,1,Show Your Significant Other Love With These 5 Valentine's Day Stocks,headlinesIter28.csv
2021-02-16,NFLX,557.280029296875,56.41846837815352,8.869155098403231,551.3400268554688,0,15 Best Momentum Stocks to Buy Now,headlinesIter29.csv
2021-02-17,NFLX,551.3400268554688,53.68239994148484,8.770599249528589,548.219970703125,0,David Einhorn's Top 4 Buys of the 4th Quarter,headlinesIter30.csv
2021-02-18,NFLX,548.219970703125,52.249074735623246,8.508954166601406,540.219970703125,0,"How To Read Stock Charts: 3 Clues To Look For In Amazon, Nvidia, Netflix",headlinesIter31.csv
2021-02-19,NFLX,540.219970703125,48.66142606339091,8.011774823563162,533.780029296875,0,"How To Read Stock Charts: 3 Clues To Look For In Amazon, Nvidia, Netflix",headlinesIter32.csv
2021-02-22,NFLX,533.780029296875,45.92753590896657,7.272024172700472,546.1500244140625,1,"Disney Stock, IBD Stock Of The Day, Flashes Buy Signal On This 1-2 Punch",headlinesIter33.csv
2021-02-23,NFLX,546.1500244140625,51.5573774476734,6.599795110363678,553.4099731445312,1,CuriosityStream: What Investors Need to Know,headlinesIter34.csv
2021-02-24,NFLX,553.4099731445312,54.54838841681811,6.105912603653716,546.7000122070312,0,CuriosityStream: What Investors Need to Know,headlinesIter35.csv
2021-02-25,NFLX,546.7000122070312,51.39017429389676,5.628734282209992,538.8499755859375,0,Blockbuster movies will come back after COVID-19: former Legendary Entertainment CEO,headlinesIter36.csv
2021-02-26,NFLX,538.8499755859375,47.89636964689648,5.048968523071814,550.6400146484375,1,3 Great Stocks You Can Buy and Hold Forever,headlinesIter37.csv
2021-03-01,NFLX,550.6400146484375,53.05822980897753,4.611890791303727,547.8200073242188,0,Smart-TV Maker Vizio to Go Public,headlinesIter38.csv
2021-03-02,NFLX,547.8200073242188,51.73794655611734,4.231656485852708,520.7000122070312,0,The ‘Netflix of Financial Content’ Is Going Public Via a SPAC,headlinesIter39.csv
2021-03-03,NFLX,520.7000122070312,41.13648793056953,3.4646545654875114,511.2900085449219,0,Roku’s Nielsen Deal Means It Can Make Money Off Traditional TV Viewers. Here’s How.,headlinesIter40.csv
2021-03-04,NFLX,511.2900085449219,38.210803541851526,2.3374139439638872,516.3900146484375,1,Why iQIYI Stock Rose 16% in February,headlinesIter41.csv
2021-03-05,NFLX,516.3900146484375,40.67352010342479,1.119514679151637,493.3299865722656,0,NFL’s TV Negotiations Turn Into New Front in Streaming Wars,headlinesIter42.csv
2021-03-08,NFLX,493.3299865722656,34.062707224327234,-0.4618242552356248,506.4400024414063,1,15 Companies That Benefited The Most From The Pandemic,headlinesIter43.csv
2021-03-09,NFLX,506.4400024414063,40.03034836588134,-1.9778484962964047,504.5400085449219,0,Disney+ tops 100 million paid subscribers,headlinesIter44.csv
2021-03-10,NFLX,504.5400085449219,39.47277386326357,-3.3992676332430065,523.0599975585938,1,Fox Is Understating Tubi's Potential,headlinesIter45.csv
2021-03-11,NFLX,523.0599975585938,47.19374776011598,-4.383653757061149,518.02001953125,0,Instacart Adds Slootman to Board; Signaling It May Go Public,headlinesIter46.csv
2021-03-12,NFLX,518.02001953125,45.49300534590451,-5.112931579970355,520.25,1,"Indiana Bell Telephone Company, Inc. -- Moody's affirms AT&amp;T's ratings following $27 billion C-Band spectrum investment and sale of a 30% stake in DirecTV; outlook is stable",headlinesIter47.csv
2021-03-15,NFLX,520.25,46.41317769632622,-5.596851072308429,524.030029296875,1,Is Adobe Inc. (ADBE) A Good Buy Now?,headlinesIter48.csv
2021-03-16,NFLX,524.030029296875,48.01521270918588,-5.828552341555271,524.4400024414062,1,3 Growth Stocks to Buy and Hold for the Next 10 Years,headlinesIter49.csv
2021-03-17,NFLX,524.4400024414062,48.19610553195852,-5.870196619586084,504.7900085449219,0,"Tencent, Sony Ramp Up Cloud-Gaming Initiative Investment Via Japanese Venture Ubitus: Bloomberg",headlinesIter50.csv
2021-03-18,NFLX,504.7900085449219,40.85757156390567,-6.090658606281695,512.1799926757812,1,Netflix’s (NASDAQ:NFLX) Scale Is The Key To Its Profitability,headlinesIter51.csv
2021-03-19,NFLX,512.1799926757812,44.29294036611113,-6.2798583631574285,523.1099853515625,1,NFL signs new broadcast deals worth more than $100B,headlinesIter52.csv
2021-03-22,NFLX,523.1099853515625,49.01048625346888,-6.250850679116375,535.0900268554688,1,2 Top Growth Stocks That Could Double Your Money,headlinesIter53.csv
2021-03-23,NFLX,535.0900268554688,53.64423794333712,-5.881213910800392,520.8099975585938,0,Netflix Gets Argus Upgrade to Buy From Hold,headlinesIter54.csv
2021-03-24,NFLX,520.8099975585938,48.04007189316103,-5.5318794528273845,502.8599853515625,0,Netflix Tests If Weekly Dose Of Its Content Would Be Better Than Letting You Binge-Watch,headlinesIter55.csv
2021-03-25,NFLX,502.8599853515625,42.08801959115117,-5.487356468071677,508.0499877929688,1,Will Netflix's (NFLX) Weekly Release Trial Boost User Base?,headlinesIter56.csv
2021-03-26,NFLX,508.0499877929688,44.23921311223656,-5.540907124857219,513.9500122070312,1,Tycoon’s ‘Netflix of Sport’ Beats Comcast to $3 Billion Deal,headlinesIter57.csv
2021-03-29,NFLX,513.9500122070312,46.66468827748261,-5.546360934450711,513.3900146484375,0,"Netflix Looks To Increase Appeal In Asia, Doubling Anime Content",headlinesIter58.csv
2021-03-30,NFLX,513.3900146484375,46.45812807363713,-5.517675829804278,521.6599731445312,1,Netflix Targets Carbon-Neutral Footprint by End of 2022,headlinesIter59.csv
2021-03-31,NFLX,521.6599731445312,49.97947193629015,-5.324578578578771,539.4199829101562,1,1 FAANG Stock to Buy Right Now and 1 to Avoid,headlinesIter60.csv
2021-04-01,NFLX,539.4199829101562,56.58330649800556,-4.743067081270025,540.6699829101562,1,Netflix Is Flexing Its Global Scale in Japan,headlinesIter61.csv
2021-04-05,NFLX,540.6699829101562,57.0134682726692,-3.917835423696759,544.530029296875,1,Netflix Makes History As It Becomes First SVOD Platform To Bag SAG Ensemble Award,headlinesIter63.csv
2021-04-06,NFLX,544.530029296875,58.38465243909666,-2.912590373350202,546.989990234375,1,Former Disney CEO Michael Eisner to take trading card company Topps public in $1.3 billion SPAC deal,headlinesIter64.csv
2021-04-07,NFLX,546.989990234375,59.27617495648647,-1.801327399834318,554.5800170898438,1,Netflix (NFLX) Backs Archewell Production's Heart of Invictus,headlinesIter65.csv
2021-04-08,NFLX,554.5800170898438,61.98239629992568,-0.5566686522584607,555.3099975585938,1,Netflix buys rights to stream new Sony movies beginning in 2022,headlinesIter66.csv
2021-04-09,NFLX,555.3099975585938,62.24227648364654,0.719268086441609,552.780029296875,0,Sony (SONY) Partners Netflix (NFLX) to Stream Films From 2022,headlinesIter67.csv
2021-04-12,NFLX,552.780029296875,60.69374208617564,1.9059190283338865,553.72998046875,1,Netflix Just Fixed Its Only Disadvantage in Streaming,headlinesIter68.csv
2021-04-13,NFLX,553.72998046875,61.08523213352581,2.985213100457795,540.02001953125,0,Vietnam unveils tools for taxing and tracking Big Tech,headlinesIter69.csv
