date,symbol,close,rsi,26-Day EMA,NextDayClose,Diff,Titles,filename
2021-01-05,ATVI,90.69000244140624,64.37852584936633,2.947858058584328,88.0,0,6 Video Games Stocks To Watch In 2021,headlinesIter1.csv
2021-01-06,ATVI,88.0,53.751544368644325,2.867232456280738,89.66999816894531,1,6 Video Games Stocks To Watch In 2021,headlinesIter2.csv
2021-01-07,ATVI,89.66999816894531,58.348282983875535,2.766660001850308,91.3000030517578,1,Top Activision Blizzard Shareholders,headlinesIter3.csv
2021-01-08,ATVI,91.3000030517578,62.288202917677225,2.678557419316982,90.91000366210938,0,"The Zacks Analyst Blog Highlights: Harmonic, Himax Technologies, Glu Mobile, Activision Blizzard and Mattel",headlinesIter4.csv
2021-01-11,ATVI,90.91000366210938,60.80615670154433,2.5905620072067093,89.25,0,"Activision Blizzard to Release Fourth Quarter 2020 Financial Results on February 4, 2021",headlinesIter5.csv
2021-01-12,ATVI,89.25,54.8264997659778,2.474857828607329,89.7699966430664,1,"Activision Blizzard to Release Fourth Quarter 2020 Financial Results on February 4, 2021",headlinesIter6.csv
2021-01-13,ATVI,89.7699966430664,56.27699043430698,2.3505072773495743,89.98999786376953,1,"Activision Blizzard to Release Fourth Quarter 2020 Financial Results on February 4, 2021",headlinesIter7.csv
2021-01-14,ATVI,89.98999786376953,56.90742909127496,2.225408718035859,90.69000244140624,1,"Activision Blizzard to Release Fourth Quarter 2020 Financial Results on February 4, 2021",headlinesIter8.csv
2021-01-15,ATVI,90.69000244140624,58.93628630481062,2.1124952025380943,93.1500015258789,1,"Video Game Stocks Well-Positioned After Record 2020 Sales, Analysts Say",headlinesIter9.csv
2021-01-19,ATVI,93.1500015258789,65.14659320365811,2.0475711942645,95.12000274658205,1,"Video Game Stocks Well-Positioned After Record 2020 Sales, Analysts Say",headlinesIter10.csv
2021-01-20,ATVI,95.12000274658205,69.16795709581291,2.04289289317631,94.5999984741211,0,"Video Game Stocks Well-Positioned After Record 2020 Sales, Analysts Say",headlinesIter11.csv
2021-01-21,ATVI,94.5999984741211,66.97139941213894,2.0632681478729906,94.43000030517578,0,Take-Two Interactive Software Earns Relative Strength Rating Upgrade,headlinesIter12.csv
2021-01-22,ATVI,94.43000030517578,66.23090738967309,2.0908635544838043,93.4000015258789,0,Blizzard Absorbs Activision Studio After Dismantling Classic Games Team,headlinesIter13.csv
2021-01-25,ATVI,93.4000015258789,61.77418881213706,2.100339285686702,92.37999725341795,0,Roblox’s IPO Is Coming. How to Play the Videogame Boom.,headlinesIter14.csv
2021-01-26,ATVI,92.37999725341795,57.63788432277639,2.076900551367644,88.66999816894531,0,We're Watching These Trends At Activision Blizzard (NASDAQ:ATVI),headlinesIter15.csv
2021-01-27,ATVI,88.66999816894531,45.66179721619522,1.97013581984773,90.2699966430664,1,"Playing to WIN: CEO’s of DraftKings, FansUnite, ESE and Activision Blizzard Embracing Trillion Dollar Millennials Demand for E-Sports &amp; I-Gaming",headlinesIter16.csv
2021-01-28,ATVI,90.2699966430664,50.44405644649829,1.8377774543533971,91.0,1,"Playing to WIN: CEO’s of DraftKings, FansUnite, ESE and Activision Blizzard Embracing Trillion Dollar Millennials Demand for E-Sports &amp; I-Gaming",headlinesIter17.csv
2021-01-29,ATVI,91.0,52.49818681522939,1.7037740497880356,91.41999816894533,1,"Playing to WIN: CEO’s of DraftKings, FansUnite, ESE and Activision Blizzard Embracing Trillion Dollar Millennials Demand for E-Sports &amp; I-Gaming",headlinesIter18.csv
2021-02-01,ATVI,91.41999816894533,53.68761072360895,1.5785818262900233,93.9800033569336,1,"Playing to WIN: CEO’s of DraftKings, FansUnite, ESE and Activision Blizzard Embracing Trillion Dollar Millennials Demand for E-Sports &amp; I-Gaming",headlinesIter19.csv
2021-02-02,ATVI,93.9800033569336,60.22513510432766,1.5027205439284277,92.7699966430664,0,"Video Game Stocks To Buy And Watch, Including Esports Stocks",headlinesIter20.csv
2021-02-03,ATVI,92.7699966430664,56.18784351762285,1.4390257590388145,92.68000030517578,0,"Video Game Stocks To Buy And Watch, Including Esports Stocks",headlinesIter21.csv
2021-02-04,ATVI,92.68000030517578,55.88775406462839,1.3815800151360589,101.61000061035156,1,"Video Game Publisher Activision Tops Holiday-Quarter Targets, Guides Higher",headlinesIter22.csv
2021-02-05,ATVI,101.61000061035156,71.91582739446582,1.4703864889022324,101.19000244140624,0,"Stock Market Up As Activision, J&amp;J, Ubiquiti Lead Upside; Should Investors Take Profits In Peloton, Unity Software?",headlinesIter23.csv
2021-02-08,ATVI,101.19000244140624,70.61623454434526,1.636153503502172,102.7300033569336,1,14 Best Low-Risk Stocks to Buy Right Now,headlinesIter24.csv
2021-02-09,ATVI,102.7300033569336,72.5733391271389,1.8623088036831408,102.76000213623048,1,Market Signals Flip to Risk-On,headlinesIter25.csv
2021-02-10,ATVI,102.76000213623048,72.61160753683666,2.110692911344485,103.23999786376952,1,Market Signals Flip to Risk-On,headlinesIter26.csv
2021-02-11,ATVI,103.23999786376952,73.25464216863043,2.3628362549313517,103.80999755859376,1,Market Signals Flip to Risk-On,headlinesIter27.csv
2021-02-12,ATVI,103.80999755859376,74.03427515557713,2.6078266744973826,102.95999908447266,0,Market Signals Flip to Risk-On,headlinesIter28.csv
2021-02-16,ATVI,102.95999908447266,70.72347045278956,2.8159859835241696,102.3499984741211,0,"CEOs of GameStop, FansUnite, ESE and Activision Blizzard Driving New Trends in E-Sports, I-Gaming and Digital Entertainment",headlinesIter29.csv
2021-02-17,ATVI,102.3499984741211,68.36079196555802,2.973997805914162,102.25,0,Saudi Sovereign Wealth Fund Is Betting On These 3 US Video-Game Stocks,headlinesIter30.csv
2021-02-18,ATVI,102.25,67.95997870225146,3.083921154538114,100.8000030517578,0,Saudi Sovereign Wealth Fund Is Betting On These 3 US Video-Game Stocks,headlinesIter31.csv
2021-02-19,ATVI,100.8000030517578,62.259647921991125,3.1277784812902807,96.58000183105467,0,Saudi Sovereign Wealth Fund Is Betting On These 3 US Video-Game Stocks,headlinesIter32.csv
2021-02-22,ATVI,96.58000183105467,49.29927429429943,3.0534713372589657,96.41999816894533,0,Saudi Sovereign Wealth Fund Is Betting On These 3 US Video-Game Stocks,headlinesIter33.csv
2021-02-23,ATVI,96.41999816894533,48.8837680397641,2.899484051632752,95.69000244140624,0,George Soros’ Top 10 Stock Picks,headlinesIter34.csv
2021-02-24,ATVI,95.69000244140624,46.93995372847731,2.68537189873907,95.0999984741211,0,George Soros’ Top 10 Stock Picks,headlinesIter35.csv
2021-02-25,ATVI,95.0999984741211,45.36968087730689,2.429265082251694,95.61000061035156,1,3 Stocks That Could Set You Up for Life,headlinesIter36.csv
2021-02-26,ATVI,95.61000061035156,47.0195513248434,2.162862366419146,98.72000122070312,1,3 Stocks That Could Set You Up for Life,headlinesIter37.csv
2021-03-01,ATVI,98.72000122070312,55.78811230638371,1.9486602934362125,96.75,0,3 Stocks That Could Set You Up for Life,headlinesIter38.csv
2021-03-02,ATVI,96.75,50.12848329878366,1.7425337888268246,93.70999908447266,0,"Playtika Holding Corp. -- Moody's upgrades Playtika to Ba3 and rates new debt issuance, outlook stable",headlinesIter39.csv
2021-03-03,ATVI,93.70999908447266,42.89646232202132,1.499801359912532,91.54000091552734,0,Activision Blizzard Needs to Keep These Customers Happy,headlinesIter40.csv
2021-03-04,ATVI,91.54000091552734,38.61402937657317,1.2088100777529949,92.58000183105467,1,Activision Blizzard Needs to Keep These Customers Happy,headlinesIter41.csv
2021-03-05,ATVI,92.58000183105467,41.6220247229883,0.9166628096747488,89.20999908447266,0,"Top Gaming Stocks to Buy in 2021: Skillz, Activision Blizzard",headlinesIter42.csv
2021-03-08,ATVI,89.20999908447266,35.54408261585003,0.5832501490093914,92.5,1,The future of gaming: key trends transforming the industry,headlinesIter43.csv
2021-03-09,ATVI,92.5,44.12273284570334,0.292611880352081,91.30999755859376,0,The future of gaming: key trends transforming the industry,headlinesIter44.csv
2021-03-10,ATVI,91.30999755859376,41.94800938066801,0.0243667946261333,92.94000244140624,1,Roblox could change the future of gaming — but it has two major challenges,headlinesIter45.csv
2021-03-11,ATVI,92.94000244140624,45.88264006910168,-0.1898305881644711,93.04000091552734,1,Roblox could change the future of gaming — but it has two major challenges,headlinesIter46.csv
2021-03-12,ATVI,93.04000091552734,46.12389278890967,-0.3568952575227872,92.58000183105467,0,Roblox could change the future of gaming — but it has two major challenges,headlinesIter47.csv
2021-03-15,ATVI,92.58000183105467,45.12728764333467,-0.4921858294330494,93.27999877929688,1,15 Most Valuable App Companies,headlinesIter48.csv
2021-03-16,ATVI,93.27999877929688,47.00385982474549,-0.588179023749511,92.44000244140624,0,"The Activision Blizzard (NASDAQ:ATVI) Share Price Has Gained 189%, So Why Not Pay It Some Attention?",headlinesIter49.csv
2021-03-17,ATVI,92.44000244140624,45.01443918489795,-0.6665703332429785,89.58000183105469,0,Is Activision Blizzard Stock a Buy?,headlinesIter50.csv
2021-03-18,ATVI,89.58000183105469,38.96709672952999,-0.7739301111000816,90.48999786376952,1,Is Activision Blizzard Stock a Buy?,headlinesIter51.csv
