date,symbol,close,rsi,26-Day EMA,NextDayClose,Diff,Titles,filename
2021-01-05,tsla,245.0366668701172,72.47505580025269,14.387783480803334,251.9933319091797,1,NaN,headlinesIter0.csv
2021-01-06,tsla,251.9933319091797,74.79375415011783,14.720617227879568,272.0133361816406,1,Stem – A Wise Bet on Smart Batteries and SaaS Driving the Renewable Revolution,headlinesIter1.csv
2021-01-07,tsla,272.0133361816406,80.01209877335235,15.402618628847128,293.3399963378906,1,NaN,headlinesIter2.csv
2021-01-08,tsla,293.3399963378906,83.84819160976885,16.572868633946342,270.39666748046875,0,This fund manager says Amazon and other large-cap tech companies will make lots of money for investors for years to come,headlinesIter3.csv
2021-01-11,tsla,270.39666748046875,68.59580697240784,17.58397663422054,283.14666748046875,1,"NIO stock hits record highs after unveiling new Sedan, powerful battery pack",headlinesIter4.csv
2021-01-12,tsla,283.14666748046875,71.67893825195262,18.605674920608912,284.8033447265625,1,The World’s Top Maker of Mini Motors Bets It Can Win Over Tesla,headlinesIter5.csv
2021-01-13,tsla,284.8033447265625,72.06273446124798,19.56447710191811,281.6666564941406,0,EVs Are Going Full Speed Ahead,headlinesIter6.csv
2021-01-14,tsla,281.6666564941406,70.12505257019293,20.338959798792537,275.3866577148437,0,PREMIUM: A roadmap to trading profitably and consistently in 2021 with JC Parets,headlinesIter7.csv
2021-01-19,tsla,281.51666259765625,68.11879648699629,21.11849276758138,283.4833374023437,1,China’s Tech Giants Are Muscling In on Lucrative IPO Market,headlinesIter8.csv
2021-01-20,tsla,283.4833374023437,68.70767538315987,21.290493015521072,281.663330078125,0,"Tesla analyst more than doubles stock price target to $1,036",headlinesIter9.csv
2021-01-21,tsla,281.663330078125,67.46573765271077,21.290842623351203,282.2133178710937,1,Warren Buffett-Backed BYD Raises $3.9B In Hong Kong,headlinesIter10.csv
2021-01-22,tsla,282.2133178710937,67.65600001836309,21.14383520535161,293.6000061035156,1,9 International Stocks to Buy for Enhanced Diversification,headlinesIter11.csv
2021-01-25,tsla,293.6000061035156,71.386841458039,21.04565051312392,294.36334228515625,1,"Piedmont Lithium CEO on Tesla partnership, China, and EV battery market",headlinesIter12.csv
2021-01-26,tsla,294.36334228515625,71.62315050159475,20.947425251703898,288.0533447265625,0,Arcimoto Is Designing Fun Electric Vehicles For A Sustainable Future,headlinesIter13.csv
2021-01-27,tsla,288.0533447265625,66.7179658115595,20.70590794771502,278.4766540527344,0,NaN,headlinesIter14.csv
2021-01-29,tsla,264.510009765625,51.810000600391405,19.25324758336568,279.9366760253906,1,Carparts.com sees 300% increase in site traffic in 2020,headlinesIter15.csv
2021-02-01,tsla,279.9366760253906,58.542452969414185,18.31010711070875,290.92999267578125,1,"Tesla, Aleady Soaring, Could Reach $1,200 a Share: Analyst",headlinesIter16.csv
2021-02-02,tsla,290.92999267578125,62.55693148504479,17.54434285950827,284.89666748046875,0,Elon Musk Is Off Twitter. No One Knows Why.,headlinesIter17.csv
2021-02-03,tsla,284.89666748046875,59.17049142972528,16.79365192899483,283.3299865722656,0,NaN,headlinesIter18.csv
2021-02-04,tsla,283.3299865722656,58.28810986248557,16.02848951427473,284.07666015625,1,12 Most Influential Chinese Entrepreneurs,headlinesIter19.csv
2021-02-05,tsla,284.07666015625,58.60494593735994,15.269748302871658,287.8066711425781,1,Electric Aircraft Startup Archer to Go Public at Multibillion Dollar Valuation via SPAC – Sources,headlinesIter20.csv
2021-02-08,tsla,287.8066711425781,60.2300954085468,14.579513547026144,283.1533203125,0,7 public companies with exposure to bitcoin,headlinesIter21.csv
2021-02-09,tsla,283.1533203125,57.21240006646469,13.860929401562856,268.2733459472656,0,Aurora Partners With Toyota in Bid to Bring Autonomy to Masses,headlinesIter22.csv
2021-02-11,tsla,270.5533447265625,50.00755860556119,11.82716631825345,272.0400085449219,1,Amazon-Backed Rivian Plans Electric-Vehicle Plant in Europe,headlinesIter23.csv
2021-02-12,tsla,272.0400085449219,50.82612028405686,10.752047203228749,265.4066772460937,0,These EV Stocks Have 'Most Compelling Strategies' In Crowded Field: Analyst,headlinesIter24.csv
2021-02-16,tsla,265.4066772460937,47.11892047005759,9.59728899538656,266.04998779296875,1,This EV-Related Company Has Big Plans to Recycle Batteries,headlinesIter25.csv
2021-02-17,tsla,266.04998779296875,47.518715286536505,8.441538361534796,262.4599914550781,0,Ford To Go All-Electric In Europe By 2030: CNBC,headlinesIter26.csv
2021-02-18,tsla,262.4599914550781,45.45351426794401,7.26923578397749,260.4333190917969,0,Motley Fool Co-Founder David Gardner Discusses His Approach to Investing in Energy and Industrials Stocks,headlinesIter27.csv
2021-02-19,tsla,260.4333190917969,44.28344056514389,6.0991103743696815,238.1666717529297,0,"Osprey's OBTC: A New, Low-Cost Bitcoin Fund",headlinesIter28.csv
2021-02-22,tsla,238.1666717529297,33.94458944827432,4.622537019145132,232.94667053222656,0,Traditional Automakers Are Making The Transition To Electric With These Ambitious EV Plans,headlinesIter29.csv
2021-02-24,tsla,247.33999633789065,41.69252991833979,1.433011234752947,227.4066619873047,0,Tax season 2021: Intuit benefits from 10 million people opening brokerage accounts last year,headlinesIter30.csv
2021-02-25,tsla,227.4066619873047,34.41266085954695,-0.2006806840868986,225.1666717529297,0,Top 10 Car Company Stocks to Invest In,headlinesIter31.csv
2021-02-26,tsla,225.1666717529297,33.700541078898965,-1.865010023220612,239.47666931152344,1,Why Bitcoin Is Better Than Bonds,headlinesIter32.csv
2021-03-01,tsla,239.47666931152344,41.963142474065066,-3.228737021265704,228.81333923339844,0,Hyliion CEO on bringing ‘electrified solutions to classic commercial vehicles’,headlinesIter33.csv
2021-03-02,tsla,228.81333923339844,38.147953622285605,-4.495331731609823,217.73333740234372,0,"Volvo Cars to double U.S. footprint, as it aims to go all electric by 2030",headlinesIter34.csv
2021-03-03,tsla,217.73333740234372,34.62527568408761,-5.801178005783208,207.14666748046875,0,3 Outside-the-Box Stocks to Buy Now,headlinesIter35.csv
2021-03-04,tsla,207.14666748046875,31.62073633462737,-7.21885385760765,199.3166656494141,0,General Motors Looks To Add More Juice To Electric Vehicle Transformation,headlinesIter36.csv
2021-03-05,tsla,199.3166656494141,29.576555002701543,-8.74077528942492,187.6666717529297,0,Hyliion Stock Will Likely Reward Patient Investors,headlinesIter37.csv
2021-03-09,tsla,224.52667236328125,44.53819079105894,-11.48304718850608,222.6866607666016,0,"Premarket Movers Tuesday - Second Sight, Acadia Pharma, Tesla",headlinesIter38.csv
2021-03-10,tsla,222.6866607666016,43.96545854325608,-12.120107978301196,233.1999969482422,1,Exclusive: LG hopes to make new battery cells for Tesla in 2023 in U.S. or Europe - sources,headlinesIter39.csv
2021-03-11,tsla,233.1999969482422,48.074183542765375,-12.257779980077508,231.2433319091797,0,Apple Tilts to iPhone Playbook for Car as Automaker Talks Stall,headlinesIter40.csv
2021-03-12,tsla,231.2433319091797,47.377897558152,-12.078507258314977,235.97999572753903,1,Tesla Expanding Insurance On Its Cars To Illinois,headlinesIter41.csv
2021-03-15,tsla,235.97999572753903,49.292542852373,-11.606877430320024,225.6266632080078,0,Xpeng Secures $78M Funding From A Chinese Provincial Government,headlinesIter42.csv
2021-03-16,tsla,225.6266632080078,45.403837997913,-11.11545439898916,233.9366607666016,1,ElectraMeccanica to establish U.S. base of operations in Arizona,headlinesIter43.csv
2021-03-17,tsla,233.9366607666016,48.88915464547028,-10.479471051975306,217.72000122070312,0,VW Becomes Germany’s Most Valuable Company on EV Enthusiasm,headlinesIter44.csv
2021-03-18,tsla,217.72000122070312,43.10602075708895,-10.021061895133103,218.2899932861328,1,"How bitcoin is like Tesla and here to stay, but will feel volatility from this unique effect, says Deutsche Bank",headlinesIter45.csv
2021-03-22,tsla,223.3333282470703,45.66742363706364,-9.291960049773833,220.72000122070312,0,India to launch supercharged push for global electric vehicle players,headlinesIter46.csv
2021-03-23,tsla,220.72000122070312,44.652171978179126,-8.946039821637184,210.08999633789065,0,Lockheed Martin And Omnispace Take On SpaceX With Plans For Space-Based Internet,headlinesIter47.csv
2021-03-24,tsla,210.08999633789065,40.68961795442693,-8.785114878934632,213.4633331298828,1,UPDATE 2-Elon Musk says Tesla vehicles can now be bought using bitcoin,headlinesIter48.csv
2021-03-25,tsla,213.4633331298828,42.435435107646455,-8.674734676411347,206.23666381835935,0,Goldman Sachs New Investment Product Seeks Bitcoin Exposure Through Ark Innovation ETF,headlinesIter49.csv
2021-03-26,tsla,206.23666381835935,39.73691682703912,-8.697347063544106,203.76333618164065,0,Tesla Co-Founder's Battery Recycling Company Ties Up With E-Waste Firm ERI,headlinesIter50.csv
2021-03-29,tsla,203.76333618164065,38.8268833119085,-8.821768735337479,211.8733367919922,1,Volkswagen Will Become Voltswagen in the U.S. Why That’s a Big Deal.,headlinesIter51.csv
2021-03-30,tsla,211.8733367919922,43.4038137000279,-8.853983186213753,222.6433258056641,1,Xiaomi Plans $15 Billion Foray into Electric Cars,headlinesIter52.csv
2021-03-31,tsla,222.6433258056641,48.87436928205003,-8.634706299416473,220.5833282470703,0,Goldman to offer investments in digital assets for wealth management clients,headlinesIter53.csv
2021-04-05,tsla,230.3500061035156,52.64075649739696,-7.690689261063826,230.5399932861328,1,Tesla's market value set to gain $50 billion on record first-quarter deliveries,headlinesIter55.csv
2021-04-06,tsla,230.5399932861328,52.73051222066346,-6.959206638916523,223.6566619873047,0,Tesla Is Offering 50% Night Discount On Supercharging In California,headlinesIter56.csv
2021-04-07,tsla,223.6566619873047,49.09976618261057,-6.272471586532296,227.93333435058597,1,How EVs Could Get a Big Boost From Biden,headlinesIter57.csv
2021-04-08,tsla,227.93333435058597,51.3415026945797,-5.567255188872132,225.67333984375,0,"Nio's William Li Hints At a Second Electric Vehicle Sedan Model, Rivaling Tesla's Model 3",headlinesIter58.csv
2021-04-09,tsla,225.67333984375,50.08614220152532,-4.910791642617733,233.9933319091797,1,"Tesla Has Best China Sales Ever As Model 3, Model Y Soar",headlinesIter59.csv
